,Date,Title,category,Content,URL
10,"March 3, 2020",Funding projects deadline extended,Health & Community,"The Health & Medical Research Fund (HMRF) administered by the Food & Health Bureau has extended the closing deadline of the 2019 open call for investigator-initiated researchprojects to 6pm on September 30.The Research Council extended the closing deadline for six months to provide sufficient time for applicants and their administering institutions to prepare for submissions, which may be affected by the COVID-19 development.The review process will be expedited as far as practicable, with the aim of announcing the results in March 2021.The HMRF invited applications for investigator-initiated research and health promotion projects on December 19, 2019.Enquiries can be made by email to [emailprotected]Click here for details.",https://www.news.gov.hk/eng/2020/03/20200303/20200303_184729_334.html?type=category&name=health&tl=t
11,"March 4, 2020",Temple-related cases probe update,Health & Community,"(To watch the whole press briefing with sign language interpretation, click here.)  The Centre for Health Protection today provided an update on its investigation to determine the source of COVID-19 infections at the Fook Wai Ching She temple in North Point.  The centre’s Communicable Disease Branch Head Dr Chuang Shuk-kwan said the centre is in the process of obtaining case number 102’s entire travel history and determining whether they need to contact authorities in the Mainland based on the patient's travel there.  “For case number 102, he’s the master of the temple. We are still enquiring about the exact travel history and the address on the Mainland, and whether we have to also contact the Mainland authorities to check whether the places he visited had any outbreaks or related cases. So we are in the process of doing that.""  Dr Chuang explained that the probe concerning the coronavirus infection cluster at the temple is time consuming because it involves several people.  “The whole investigation is still ongoing because there may be other people who have travel history as well. So we need to check one by one, and check whether they have any symptoms or whether the places they visited have any outbreaks or cases. So we’re not sure who is the 'patient zero' at the moment.”  Dr Chuangadded that the centre was able to acquire case number 102's travel history in the Mainland.  “We obtained the information as early as mid-January - it’s from Sichuan, from January 17 to 20. Of course we can obtain earlier information, but we are not sure whether it’s relevant or not.”  For information and health advice on COVID-19, visit the Government'sdedicated webpage.",https://www.news.gov.hk/eng/2020/03/20200304/20200304_160736_846.html?type=category&name=health&tl=t
12,"March 4, 2020",14 Hubei returnees pregnant,Health & Community,"(To watch the full pressbriefing with sign language interpretation, click here.)Secretary for Food & Health Prof Sophia Chan today said that according to preliminary information 14 women returning from Hubei on government chartered flights are pregnant.Prof Chan told a press briefing this afternoon that the women are between four to 36 weeks pregnant and will be placed under quarantine upon arrival in Hong Kong.“If there is no special complaint from the pregnant women, they will continue to be sent to the quarantine centre. Depending on the situation of the individual pregnant woman, whether there are any conditions or complaints that they may have, obviously our colleagues at the health post will assess their complaints or their situation and when necessary they will be sent to the hospital.”She added that stringent health checks are in place for the chartered flights.“Before they come on board there is a health questionnaire the colleagues of the Department of Health would have already done to understand their health situation and whether there are any needs that need to be fulfilled on the flight for example, insofar as further to that questionnaire everything in terms of the health condition they are satisfactory.“A number of temperature checks have been done, at least for the first flight, before they go on board to ensure their clinical situation, their temperature, and that there are no other health complaints before they board the plane, and even before they land a temperature check will be done again.”A total of 109 Hong Kong residents were on board the first flight from Hubei, including one child.",https://www.news.gov.hk/eng/2020/03/20200304/20200304_160817_288.html?type=category&name=health&tl=t
13,"March 4, 2020",Food sector schemes to open,Health & Community,"The Food Licence Holders Subsidy Scheme and the Licensed Hawkers Subsidy Scheme under the Anti-epidemic Fund will open for applications from March 5, the Food & Environmental Hygiene Department announced today.The Government established the two schemes under the fund to provide financial support to the food business sector and licensed hawkers hard-hit by the COVID-19 outbreak.The Food Licence Holders Subsidy Scheme aims to provide financial subsidies to eight types of food business licence holders.A one-off subsidy of $200,000 will be provided to eligible licence holders of the premises in operation including general restaurants, marine restaurants and factory canteens.A subsidy of $80,000 will be provided to eligible licence holders of the premises in operation including light refreshment restaurants, fresh provision shops, food factories, bakeries and siu mei and lo mei shops.It is expected that about 28,000 licensees will benefit from the scheme.The Licensed Hawkers Subsidy Scheme will offer a $5,000 subsidy to each eligible licensee of a hawker licence, which remains valid when the application is approved.It shall not apply to people newly issued with a hawker licence under the 2019 Re-allocation of2019 Re-allocation of Vacant Fixed Hawker Pitches & Issue of New Licences exercise.The scheme is expected to benefit 5,500 licensees.Application forms are availableonline or at the department’s District Environmental Hygiene Offices.The deadline for applications will be on May 4.Processing workis expected to be completed within about two weeks from receiving eligible applications from applicants.After applications are approved, the subsidies will be sent out by crossed cheques to the corresponding licensed food premises or the correspondence address of licensed hawkers registered with the department.",https://www.news.gov.hk/eng/2020/03/20200304/20200304_174706_010.html?type=category&name=health&tl=t
14,"March 4, 2020",Officials supplied with protective gear,Health & Community,"(To watch the full pressbriefing with sign language interpretation, clickhere.)Officials taking part in the operation to bring Hong Kong people stranded in Hubei back to Hong Kong via government-arranged chartered flights are fully equipped with personal protective equipment (PPE).Secretary for Food & Health Prof Sophia Chan made the statement at a press briefing today.Prof Chan said: “All the staff in this operation, throughout the entire journey, they will be in full PPE, personal protective gowns and masks and so on.”These officials also received training for the use of PPE, she said.Prof Chan pointed out that they will only remain on the chartered flight and at the airport.Upon their return, these officials will undergo medical surveillance, she added.“Their temperatures will be checked for 14 days and also if they have any symptoms, they would have to report it and the colleagues from the Department of Health will check up on them as necessary.”",https://www.news.gov.hk/eng/2020/03/20200304/20200304_184119_853.html?type=category&name=health&tl=t
15,"March 4, 2020",Cruise passengers to end quarantine,Health & Community,"The first batch of Hong Kong residents evacuated from the Diamond Princess cruise ship will finish their 14-day quarantine tonight, the Department of Health announced.  The department explained that out of the 108 passengers, 106 may leave Chun Yeung Estate quarantine camp in Fo Tan and transportation will be arranged for them.  The remaining two passengers are confirmed COVID-19 cases and are receiving treatment at hospitals, it added.  The Government arranged three chartered flights, from February 20 to 23, to bring back Hong Kong residents aboard the Diamond Princess cruise ship in Japan.  Together with those who returned to Hong Kong on their own via other flights, there are 225 Diamond Princess cruise passengers under quarantine at Chun Yeung Estate.  During the quarantine period, people are required to measure their own body temperature on a daily basis to monitor their health condition.  Healthcare staffis on duty round-the-clock. If fever or other symptoms ariseamongthose quarantined, they will be treated in hospitals if necessary.  So far, nine residents returning from the cruise ship were confirmed cases of COVID-19, while one was classified as a probable case. All of them are in stable condition.  The department added that for the remaining 100-odd people, most will complete their compulsory quarantine from March 5 to 7.",https://www.news.gov.hk/eng/2020/03/20200304/20200304_211224_396.html?type=category&name=health&tl=t
16,"March 4, 2020",1 imported COVID-19 case reported,Health & Community,"The Centre for Health Protection is investigating an additional confirmed case of COVID-19, which is an imported case, taking the number of cases to 105.The new case involves a 69-year-old female with underlying illness who lives in Landwood Court, Villa Lotto, Happy Valley.The patient had visited India from January 31 to February 24.She developed diarrhoea since February 23 while in India. After returning to Hong Kong, she developed fever since February 28 and consulted a Chinese medical practitioner twice.Shevisited the Violet Peel General Out-patient Clinic on March 3.Her deep throat saliva specimen tested positive for the COVID-19 virus today and she was arranged to be admitted to Ruttonjee Hospital. She is now in stable condition.Her husband and domestic helper who live with her are asymptomatic and will be arranged for quarantine.The patient took Cathay Pacific flight CX 694 from New Delhi to Hong Kong and arrived on February 24.Passengers onboard the flight concerned are urged to contact the centre at2125 1122.For information and health advice on COVID-19, visit the Government'sdedicatedwebpage.",https://www.news.gov.hk/eng/2020/03/20200304/20200304_233228_539.html?type=category&name=health&tl=t
17,"March 5, 2020",Concerted efforts to fight the disease,Health & Community,"Secretary for Justice Teresa ChengLast month, I paid a visit to Yuen Long where I met a few families at Long Shin Estate. Apart from distributing face masks and anti-epidemic supplies to them, I was also given a better understanding of the impact brought by the epidemic on their daily lives. To show our concerted support in the fight against the disease, the Department of Justice (DoJ) Staff Club organised a volunteer activity on Sunday, which I joined with my fellow colleagues in offering our help to those in need.To echo the Government's move to stay united, the DoJ Staff Club put forth a cash contribution campaign to buy anti-epidemic supplies for donation. The staff club volunteers acquired face masks and alcohol-based handrub in different ways - some were purchased through online shopping and some were bought at medicine stores. Last Sunday, I joined the volunteers in packing the anti-epidemic supplies, supermarket cash coupons and leaflets with health information. Our volunteers took the care packs in person to a non-governmental organisation a few days ago for passing to the elderly and low-income groups.The staff club has been participating in volunteer services now and then. Given the overwhelming response this time, I am glad to know that more volunteer activities would be organised in thefuture. I would definitely be joining as many as I could. Through offering our efforts to help those in need, we hope to show our care for the less privileged in society and contribute to building a caring and inclusive community.The public services of the DoJ, like all other government departments, have gradually resumed back to normal. I inspected the Justice Place on Monday to learn more about the infection control measures in place, such as the body temperature checking arrangement, provision of hand sanitisers and sanitising mats at building entrances.We must remain vigilant as the epidemic is still severe, and more importantly, we also need to stand in solidarity in the fight against the disease.Secretary for Justice Teresa Cheng wrote thisarticle and posted it on her blog on March 5.",https://www.news.gov.hk/eng/2020/03/20200305/20200305_111453_485.html?type=category&name=health&tl=t
18,"March 5, 2020",Contacts of imported case sought,Health & Community,"(To watch the whole press briefing with sign language interpretation, click here.)The Centre for Health Protection today said it is tracing the close contacts of an imported COVID-19 case.The centre’s Communicable Disease Branch Head Dr Chuang Shuk-kwan made the statement at a press briefing this afternoon.Dr Chuang pointed out the 69-year-old female patient was symptomatic during her flight from India to Hong Kong on February 24.She also noted that the Scientific Committee on Emerging & Zoonotic Diseases considers close contacts to be people sitting within two seats from an infected case.“That’s why we’ll trace all those passengers. We’ll consider them as close contacts, and also the crew members who served the case, as close contacts.“So, we’ll regard other crew members and passengers as other contacts and keep them under medical surveillance only.”Responding to a question regarding the classification of the case as an imported one, Dr Chuang explained that the patient visited India from January 31 to February 24 and developed diarrhoea on February 23.The patient also felt malaise and was in poor condition, she said.“Because she had onset of symptoms before she came back to Hong Kong, that’s why we consider her as an imported case of infection.”",https://www.news.gov.hk/eng/2020/03/20200305/20200305_170012_451.html?type=category&name=health&tl=t
19,"March 6, 2020",HK monitoring global virus situation,Health & Community,"(To watch the whole press briefing with sign language interpretation, click here.)  Hong Kong is closely monitoring the increase of coronavirus cases around the world, Under Secretary for Food & Health Dr Chui Tak-yi said today.  Speaking at a press briefing this afternoon, Dr Chui said the Government realises that there is certainly a risk of imported cases with the increase in the number of countries affected by the new coronavirus.  He said: “We have been looking at this trend closely. That’s why we have implemented alerts for countries like Korea, Iran and also certain cities in Italy and also quarantine measures for those coming back from those countries.  “We’ll keep track of the trend of new cases and also the trend of increase of the new cases in different countries and also the health systems and also the frequency of travel between these countries with Hong Kong and we will implement new measures in a timely fashion.”",https://www.news.gov.hk/eng/2020/03/20200306/20200306_172144_708.html?type=category&name=health&tl=t
20,"March 6, 2020",HK to test antiviral drug,Health & Community,"(To watch the whole press briefing with sign language interpretation, click here.)  Three public hospitals will start clinical trials of an antiviral drug which is expected to be shipped to Hong Kong next week, the Hospital Authority said today.  The authority’s Chief Manager (Clinical Effectiveness & Technology Management) Dr Linda Yu told a press briefing that it had offered research ethics approval to study Remdesivir for the treatment of COVID-19.  “The Hospital Authority has offered research ethics approval to the two studies in using Remdesivir in patients with COVID-19 infection. I understand that the Drug Office of the Department of Health has also issued the clinical trial certificate.  “The drug will be shipped to Hong Kong by next week and the clinical trials can be started in three hospitals which are Queen Mary Hospital, Princess Margaret Hospital and Prince of Wales Hospital.”  Dr Yu added that since it was still an investigational drug, there was not much information on its side effects.  “We do not know much about it. But from our preliminary experience, we know it may cause some liver enzyme elevation.”",https://www.news.gov.hk/eng/2020/03/20200306/20200306_175436_101.html?type=category&name=health&tl=t
21,"March 6, 2020",Health declaration measures boosted,Health & Community,"The Department of Health today announced that starting from March 8, all inbound travellers arriving at the Hong Kong International Airport will be required to complete and submit a health declaration form.The arrangement will be extended from inbound flights from the Mainland to all flights arriving in Hong Kong.All inbound travellers arriving in Hong Kong can choose to fill in and submit an electronic health declaration form on their smartphone or mobile device.The department will seek the assistance of airline companies to distribute the forms to inbound travellers and disseminate information on the submission of electronic health declaration forms.Meanwhile, the Centre for Health Protection advised members of the public to consider delaying all non-essential travel outside Hong Kong.Since February, the number of confirmed COVID-19 cases in countries and areas outside the Mainland has been on the rise.The Government earlier issued Red Outbound Travel Alerts (OTA) for Korea and three regions in Italy, as well as alerted the public about the health risk in Iran under the Red OTA already in force.Additionally, the centre will further extend the Enhanced Laboratory Surveillance Programme to cover all private clinics and hospitals so that cases of COVID-19 can be identified early to minimise the risk of community transmission.Starting on March 9, private doctors can collect respiratory samples from patients who have afever or respiratory symptoms and send them to be tested for the virus at accredited private laboratories.If these samples are tested positive, the centre will arrange the patients concerned for admission to public hospitals for isolation and treatment.",https://www.news.gov.hk/eng/2020/03/20200306/20200306_223704_487.html?type=category&name=health&tl=t
22,"March 7, 2020",Overseas travel should be avoided,Health & Community,"Secretary for Food & Health Prof Sophia Chan today appealed to the public to avoid unnecessary travel outside Hong Kong in view of the global epidemic situation.Prof Chan made the appeal after attending a radio programme this morning, noting that some countries have registered a rapid increase in the number of COVID-19 cases.“The Centre for Health Protection is closely monitoring and doing risk assessment every day on the global situation and also taking into account the advice of the World Health Organization.”Prof Chan added that the Department of Health also advised people to delay their travel plans.“I would also appeal to the public that they can look into the situation of the global places and all the different countries, and avoid unnecessary travel.”The health secretary emphasised that it is crucial to avoid close contact with people to prevent and control the epidemic.“Not only are we appealing to the public to delay their travel plans, we also want to advise everyone to maintain social distancing and not to go to parties and gatherings.“According to our data of the confirmed cases, there are many clusters that involved people gathering and then being infected.”",https://www.news.gov.hk/eng/2020/03/20200307/20200307_144313_227.html?type=category&name=health&tl=t
23,"March 7, 2020",Returnee from Hubei infected,Health & Community,"(To watch the whole press briefing with sign language interpretation, click here.)  The Centre for Health Protection today reported a confirmed case of COVID-19 involving a 38-year-old woman who was among the Hong Kong residents brought back from Hubei Province on a chartered flight.  While briefing the media on the city’s latest COVID-19 situation, the centre’s Communicable Disease Branch Head Dr Chuang Shuk-kwan said the risk of other people being infected will be low as the Government implemented measures to prevent cross infection throughout the entire return trip.  “I think this is the first (confirmed) case among those Wuhan returnees to Hong Kong. During their return, for the whole journey, all of the infection control measures had been in place to prevent any cross infection.  “As far as I understand, the risk to other returnees will be very low.”  Dr Chuang also responded to questions concerning the contact tracing of case a confimed case.  The COVID-19 patient, identified as the husband of the 105thcase, did not have a travel history and showed no virus symptoms even though his saliva tested positive on March 6.  “As he did not have any symptoms, we took the first date, when he had a positive saliva (test), to be the onset date. It is not just for contact tracing purposes.  “So we took March 4 and 5, those people who had contact with him, as possible close contacts. But during those two days he did not travel a lot, except for driving his wife to the Violet Peel General Out-patient Clinic. He mainly stayed at home.  “On March 5 we already transferred him to the quarantine centre. So there are not many other close contacts to be traced.”  Meanwhile, the centre is investigating an additional case of COVID-19, raising the number of confirmed cases in Hong Kong to 109.  The patient is a 73-year-old woman who is member of the same tour group as the two patients of the 105th and 107th cases confirmed on March 4 and 6.  She lives at Swiss Towers in Tai Hang. She travelled with her husband to India from February 4 to 19.  She was asymptomatic before she attended Hong Kong Sanatorium & Hospital yesterdaywhere her respiratory sample tested preliminary positive for COVID-19.  She was sent to Queen Mary Hospital for treatment on the same day. Upon further testing today, her respiratory sample tested positive for the virus.  Her husband and domestic helper who live with her are asymptomatic and will be arranged for quarantine.  For information and health advice on COVID-19, visit the Government's dedicated webpage.",https://www.news.gov.hk/eng/2020/03/20200307/20200307_172358_173.html?type=category&name=health&tl=t
24,"March 7, 2020",CE mourns Arnaldo de Oliveira Sales,Health & Community,"Chief Executive Carrie Lam today expressed deep sorrow over the passing of Arnaldo de Oliveira Sales, a founding member of the Sports Federation & Olympic Committee of Hong Kong, China.""Mr Sales was committed to the development of sports in Hong Kong all his life, making tremendous contributions and leaving a lasting impact,” she said, adding that he had held different key positions in the organisation for years and was the president for more than 30 years.“In addition to promoting the participation of Hong Kong athletes in competitions outside the city, he also helped Hong Kong athletes continue to take part in international competitions as 'Hong Kong, China' after the establishment of the Hong Kong Special Administrative Region, greatly enhancing the opportunities of Hong Kong athletes.”Mrs Lam emphasised that Mr Sales was awarded the Grand Bauhinia Medal in 1998 in recognition of his efforts to promote amateur sports and the Olympic Games in Hong Kong.“Apart from sports, Mr Sales was committed to serving the community.“Held in high regard, he was the Chairman of the former Urban Council, and a member of the Hong Kong Housing Authority and the Hong Kong Basic Law Consultation Committee.”Secretary for Home Affairs Lau Kong-wah also expressed deep sorrow over the passing of Mr Sales and lauded him for his tremendous contributions to Hong Kong's sport sector.“He was deeply committed to bringing Hong Kong athletes to the international stage, and successfully retained Hong Kong as the separate entity of ‘Hong Kong, China’ to participate in international competitions, which helped raise the standard of local athletes.“While we will miss him in this world, his spirit will live on with Hong Kong.”The Chief Executive extended condolences toMr Sales'sfamily on behalf of the Government.",https://www.news.gov.hk/eng/2020/03/20200307/20200307_183451_154.html?type=category&name=health&tl=t
25,"March 8, 2020",Better method to combat virus: CHP,Health & Community,"(To watch the whole press briefing with sign language interpretation, click here.)  The Centre for Health Protection today said it is working to develop a better method to combat COVID-19 by studying its route of transmission.  The centre’s Communicable Disease Branch Head Dr Chuang Shuk-kwan made thestatement at a press briefing while responding to a question about a prediction that the epidemic could persist through the end of this year.  “I am aware of the prediction and assessment by experts as well as the announcements by the World Health Organization. We understand there is a possibility that this disease will stay with us and may come and go.”  While Dr Chuang acknowledged thatCOVID-19 could have a long-term impact on Hong Kong, she explained the centre's contingency plans that include studying the nature of the virus.  “At present, because the disease is still new to us, we will try our best to delay the epidemic and the spread in Hong Kong to buy time to see whether we can (develop) a better method to fight against this disease, be it newer drugs or vaccines.  “When we understand more about the route of transmission and the disease’s nature, we will have better methods to deal with it.”  Amid the confirmation of four more COVID-19 cases in the city, Dr Chaungemphasised that the public can help reduce the spread of the virus by avoidingnon-essential travel.  “We are aware of the global situation, so it is very difficult for one place in Hong Kong to quarantine all travellers, all people coming from everywhere in the world.  “So we advise the public to try to delay unnecessary travel outside Hong Kong because there is a risk every place outside of Hong Kong, even in Hong Kong.  “When you travel to outside places, you never know whether there is an outbreak there, and there is also a risk associated with travelling itself – in the airplane and in the conveyances.  “If people delay their travel, then it would decrease the risk of imported cases, at least for Hong Kong residents.”  For information and health advice on COVID-19, visit the Government's dedicated webpage.",https://www.news.gov.hk/eng/2020/03/20200308/20200308_173324_186.html?type=category&name=health&tl=t
