,Date,Title,category,Content,URL
10,"February 2, 2020",Gov’t responds to call for strike,Health & Community,"The Government today called on healthcare workers planning to go on strike to reconsider their decision and to continue safeguarding Hong Kong.In a statement in response to media enquiries, it said various sectors in Hong Kong have been working hard to tackle the novel coronavirus infection in the past month.The Government thanked and paid tribute to healthcare workers who have been dedicated and standing fast at their posts at the forefront.The statement said that the Government understands healthcare workers have been facing extreme pressure recently and some of them are worried that cross-boundary transmission of the virus would overload the public healthcare system. The Government agreed with the need to tighten the management of control points and reduce the flow of people across the boundary. It has spared no effort to implement measures to reduce the flow of people, resulting in a remarkable drop in the number of arrivals of Hong Kong residents, Mainland residents and foreign visitors at various control points. It is examining the infection continuously and will explore further tightening the management of control points, the statement said.Meanwhile, to ensure the needs of healthcare workers are addressed when the supply of equipment such as surgical masks is tight, the Government is taking the needs of healthcare workers as a prime consideration.The Hospital Authority has also amended its fee-charging policy against ineligible people.At this critical moment in disease prevention and control, the Government called on healthcare workers planning to go on strike to reconsider their decision, continue to safeguard Hong Kong with their professionalism and together, win the battle against the disease.The Government noted that the management of the Hospital Authority will meet its staff members to listen to their concerns and discuss solutions.The Chief Executive will also convene a meeting of the Steering Committee & Command Centre to study ways to prevent and control the disease, it added.",https://www.news.gov.hk/eng/2020/02/20200202/20200202_104426_239.html?type=category&name=health&tl=t
11,"February 2, 2020",Local transmission not ruled out,Health & Community,"(To watch the video with sign language interpretation, click here.)  The Centre for Health Protection today said it could not rule out that the 14th and 12th cases of novel coronavirus infection in Hong Kong were locally transmitted.  The centre’s Communicable Disease Branch Head Dr Chuang Shuk-kwan made the statement during a press conference this afternoon.  The 14th case, confirmed on February 1, involves an 80-year-old man who went to the Mainland for a few hours on January 10, took a flight from Hong Kong to Tokyo, Japan, on January 17 and boarded a cruise from Yokohama to Hong Kong on January 20.  Dr Chuang said: “We cannot totally rule out local transmission for this case as well as for the 12th case.  “So we are enhancing the laboratory surveillance and we tested almost 500 patients yesterday and we found one.”  She added that there is a definite risk of transmission in the community eitherin Hong Kong or places where the 80-year-old patient travelled to.  “Based on the total number of cases we have recorded so far, it’s only 14, so we have to continue our early detection and isolation of cases and quarantine of contacts.”  Responding to a question on the risk of an outbreak in Whampoa Garden, where the 13th infection case lived, Dr Chuang said that the patient was hospitalised at the onset of his symptoms.  She pointed out that his family members were quarantined, adding there is no particular risk of an outbreak at Whampoa Garden.  Dr Chuang added the patient’s mother developed symptoms in quarantine. The mother and another patient have initially tested positive for the virus.  The Centre for Health Protection will update reported novel coronavirus infection cases on its dedicated webpage.",https://www.news.gov.hk/eng/2020/02/20200202/20200202_172713_509.html?type=category&name=health&tl=t
12,"February 2, 2020",1 additional infection case reported,Health & Community,"The Centre for Health Protection today said it is investigating an additional case of novel coronavirus infection, taking the number of confirmed cases in Hong Kong to 15.  The case involves a 72-year-old woman with underlying illness who is the mother of the 13th infection case.  She lived in Whampoa Garden and was transferred to Lei Yue Mun Park & Holiday Village for quarantine on February 1. The patient developed fever and cough on the same day and was sent to Queen Elizabeth Hospital, where she was admitted for isolation.  Her respiratory sample tested positive for novel coronavirus and she was transferred to Princess Margaret Hospital for further management, where she is in a stable condition.  According to the patient, she had no travel history and mainly stayed at home during the incubation period.  The remaining four household contacts, namely her daughter-in-law, grandson, granddaughter and domestic helper, continued to stay in Lei Yue Mun Park & Holiday Village for quarantine and remained asymptomatic.  Meanwhile, the Hospital Authority said public hospitals, as of noon and over the past 24 hours, admitted 47 patients who met the reporting criteria of novel coronavirus infection.  The patients include 21 males and 26 females aged between 5 and 92. Their specimens have been sent to the Department of Health for testing.  There are currently 88 patients under isolation, it added.  The authority will maintain close contact with the Centre for Health Protection to monitor the latest developments and to inform the public and healthcare workers on the latest information in a timely manner.  The Centre for Health Protection will update reported novel coronavirus infection cases on its dedicated webpage.",https://www.news.gov.hk/eng/2020/02/20200202/20200202_214316_697.html?type=category&name=health&tl=t
13,"February 2, 2020",HA calls on staff to stay on duty,Health & Community,"The Hospital Authority today called on healthcare staff to stay on duty and join hands to cope with the challenge of the service surge and worsening situation of the novel coronavirus.Responding to the strike advocated by some staff members, the authority said it shares the same goal as its staff to safeguard the health of Hong Kong people.It called on staff not to join the strike and to seek consensus through discussions, and reiterated that the strike would not be in the interest of patients and would affect public hospital services.The authority convened the Central Command Committee to review the services and manpower situation in various hospital clusters.It said that all hospital clusters need to significantly adjust services to focus their manpower to maintain emergency and essential services.All hospital clusters will reduce elective surgeries and some outpatient services by about 50%.Additionally, all specialist outpatient clinic services will be affected, while drug refill services will be arranged for follow-up patients.General outpatient clinics will try to remain open by rearranging duty rosters and hiring part-time staff. For follow-up appointments for patients with chronic diseases, drug refill services will be arranged and consultations will be rescheduled.Hospitals would also reduce physiotherapy and occupational therapy outpatient services by about 50%. Outpatients will be informed of their rescheduled appointment dates.The Major Incident Control Centres of the authority’s Head Office and hospital clusters will be activated on February 3 to monitor the service situation closely.The authority alsothanked staff memberswho remained on duty to cope with the additional duties being deployed to them due to the strike.",https://www.news.gov.hk/eng/2020/02/20200202/20200202_221558_552.html?type=category&name=health&tl=t
14,"February 3, 2020",More quarantine facilities set,Health & Community,"(To watch the video with sign language interpretation, click here.)  The Government said it will provide more quarantine facilities in an effort to control the spread of the coronavirus outbreak.  Under Secretary for Food & Health Dr Chui Tak-yi made the statement at today’s press conference where he explained the Government’s quarantine plans and why it must consider critical factors.  “About the choice of methods in quarantine, as I explained in the beginning, there are two arrangements. One is through quarantine camps. We have tried our best in the past to find the appropriate locations, and of course those locations have to fulfil certain criteria, for example, the vicinity, air circulation and also health conditions.”  Dr Chui also made it clear that finding viable locations is a difficult process.  “So it is not easy to find a large amount of usable quarantine facilities within a short time. But we have to prepare for coping with the number of people who need that kind of degree of quarantine.”  By introducing the use of electronic wristbands, the Government now has the ability to quarantine certain people at home, he added.  “The other setting that we can implement quarantine is home quarantine. So we are finding different locations that we can implement quarantine camps as much as possible, so I think we will continue to go along that direction.”",https://www.news.gov.hk/eng/2020/02/20200203/20200203_150349_646.html?type=category&name=health&tl=t
15,"February 3, 2020",36 Wuhan-related cases reported,Health & Community,"The Hospital Authority said public hospitals, as of noon today and over the past 24 hours, admitted 36 patients who met the reporting criteria of novel coronavirus infection.  The patients include 19 males and 17 females aged five months to 70.Their specimens have been sent to the Department of Health for testing.  There are currently 76 patients under isolation.  The authority will maintain close contact with the Centre for Health Protection to monitor the latest developments and to inform the public and healthcare workers of the latest information in a timely manner.  Separately, the centre announced that as of 8pm, no new case of novel coronavirus infection was recorded, with the number of confirmed cases in Hong Kong remaining at 15.  Itreceived today notification of a confirmed case in Shenzhen involving a female patient who stayed in Reliance Westin Guest House, Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui from January 27 to February 1.  Those who visited the guesthouse during that period should call the centre’s hotline at 2125 1122 which runs from 8am to 9pm daily.  Quarantine will be arranged for close contacts and medical surveillance for other contacts.  The centre will update reported cases of novel coronavirus infection on its dedicated webpage.",https://www.news.gov.hk/eng/2020/02/20200203/20200203_162433_658.html?type=category&name=health&tl=t
16,"February 3, 2020",Smart device for home quarantine,Health & Community,"(To watch the video with sign language interpretation, click here.)  The Government said today that it has 500 electronic wristbands to monitor people quarantined inside their homes and an additional 1,000 can be produced in two weeks if needed.  Government Chief Information Officer Victor Lam made the announcement during a press conference and explained how the smart device works.  He said the wristbands are used in conjunction with smartphones and given to people who had been to Wuhan in the past 14 days and need to quarantine at home as a result.  “This smart wristband will work together with the smartphone. So a signal will be sent, basically exchanged, between the smartphone and the smart wristband.”  Mr Lam also noted that the smart technology is designed to send an alert if quarantined individuals attempt to leave their homes.  “If the smartphone is disconnected, then an alert will be immediately sent to the Department of Health and Police for follow up.  “And if the wristband is broken, an alert will also be immediately sent to the Department of Health and Police for follow. So they work as a pair basically.”",https://www.news.gov.hk/eng/2020/02/20200203/20200203_150504_450.html?type=category&name=health&tl=t
17,"February 3, 2020",More boundary points to close,Health & Community,"(To watch the video with sign language interpretation, click here.)Chief Executive Carrie Lam today announced the closure of more boundary control points to protect Hong Kong from the spread of the novel coronavirus.Mrs Lam told a press conference this afternoon that the boundary control points at Lo Wu, Lok Ma Chau, Lok Ma Chau Spur Line and the Hong Kong-Macau Ferry Terminal would be closed from midnight, while only those at Hong Kong International Airport, Shenzhen Bay and the Hong Kong-Zhuhai-Macao Bridge would remain open.When asked why all the boundary control points were not being shut, the Chief Executive pointed out that the situation between Hong Kong and the Mainland was unique.“Over the years we have established a very close relationship - I do not mean the government-to-government relationship - but it is the relationship between the two people, the two economies, the two communities. So there is a huge legitimate demand for that sort of cross-boundary travel.”Mrs Lam cited examples of legitimate and genuine cross-boundary trafficincluding Hong Kong workers who commute to the Mainland, mothers without the right of abode in Hong Kong travelling to the city to take care of their children, as well as the supply of food and other necessities.“Our strategy is really to consolidate as much as possible the existing control points. Now it is really down to, excluding the airport, only two - one isShenzhen Bay, the other is the Hong Kong-Zhuhai-Macao Bridge - and the additional benefit of doing that is we are channelling all cross-boundary traffic into these two cross-boundary control points.And because of the inconvenience that we have caused to people as a result, the numbers will come down.”Mrs Lam noted the added benefit was government staff could be sent to the remaining open boundary control points.“We can release a rough estimate of about 1,000 civil servants from the other control points to be suspended from operation into these two remaining open control points. So they can do a much better medical surveillance, enquiries, temperature check in order to fulfil that same purpose of infection control. So this is really a balance that one has to strike, given Hong Kong’s very unique situation.”The Transport Department will implementspecial arrangements for cross-boundary transport servicesin view of the further closures of boundary control points.",https://www.news.gov.hk/eng/2020/02/20200203/20200203_182410_508.html?type=category&name=health&tl=t
18,"February 4, 2020",Health staff urged to return to work,Health & Community,"(To watch the video with sign language interpretation, click here.)  Chief Executive Carrie Lam today called on healthcare workers participating in a strike to return to work.  Speaking to the media ahead of the Executive Council meeting this morning, Mrs Lam noted that services in public hospitals had been affected due to the absence of some healthcare workers on February 3.  “The consequences yesterday were quite serious. Important services and critical operations had been affected - whether it's in the neonatal ICUs, in the isolation wards or patients awaiting certain cancer treatments, all these had been affected.  “So, I’m appealing to those who are taking part in this action that let’s put the interests of the patients and the entire public health system above all other things.”  She added that the Government’s measures on reducing cross-boundary people flow are consistent with the requests ofhealthcare workers.  “There is actually a high degree of consistency between what they are asking for and what the Government is doing. It’s all pointing to minimising the people flow.  “All the measures that we have adopted in the last 10 days or so are focusing on this one single objective: we want to minimise and reduce very significantly the cross-border passenger traffic so as to reduce the chances of infection. And we will continue to do that.”",https://www.news.gov.hk/eng/2020/02/20200204/20200204_104951_946.html?type=category&name=health&tl=t
19,"February 4, 2020",Gov’t response to disease defended,Health & Community,"(To watch the video with sign language interpretation, click here.)Chief Executive Carrie Lam today refuted allegations claiming that the Government has not adequately addressed public health concerns arising from the novel coronavirus situation and has put politics above public health.Speaking to reporters ahead of the Executive Council meeting this morning, Mrs Lam said the Government has since January 25 made four announcements to introduce measures to respond to the disease’s evolving situation.She said: “Our public health strategy is to ensure that we could speedily respond to the changing situation and implement as quickly as possible the necessary response measures.“I certainly would not agree with the allegation that we are not addressing this public health concern adequately, and certainly I don’t agree with the allegation that we are putting politics above public health.“This is a public health situation and we are assisted by our experts, both external and in-house, to tackle this very important situation.”Mrs Lam also pointed out that any public health emergency can only be tackled effectively by the whole community.“Everybody has to do his or her part in order to fight this infection. But of course, the Government has a primary responsibility.”",https://www.news.gov.hk/eng/2020/02/20200204/20200204_105850_828.html?type=category&name=health&tl=t
20,"February 4, 2020",World Cancer Day support urged,Health & Community,"The Department of Health today urged the public to supportWorld Cancer Day 2020 through leading a healthy lifestyle to prevent and control cancer.Held annually on February 4, this year’s World Cancer Day theme promotes the message that everyone has the power to reduce the impact of cancer for oneself, their loved ones and the world.Cancer is the leading cause of death in Hong Kong. In 2017, more than 33,000 new cancer cases were reported,showing a rise of 1,600 more casescompared with 2016.The five most common types of cancers include colorectal, lung, breast, prostate and liver cancer.The department said about 40% of cases are preventable by adopting a healthy lifestyle such as being physically active, refraining from smoking and drinking alcohol, and consuming more vegetables and fruits as well as eating less red and processed meat.The Government promulgated the firstHong Kong Cancer Strategy last July to reduce the cancer burden of the local population and improve quality of life and survivorship of cancer patients through setting work priorities and directions.The strategy is in line with Towards 2025: Strategy & Action Plan to Prevent and Control Non-communicable Diseases in Hong Kong, which was published in May 2018, focusing on the four shared behavioural risk factors so as to reduce the burden caused by non-communicable diseases including cancer by 2025.The department implemented theColorectal Cancer Screening Programme on January 1 and further extended its coverage to Hong Kong residents aged 50 to 75. The programme heavily subsidises asymptomatic Hong Kong residents to undergo screening for colorectal cancer with no quota for participants.Moreover, the Hong Kong Childhood Immunisation Programme under the Centre for Health Protection, from the 2019-20 school year, now provides eligible female primary school students with human papillomavirus vaccine to prevent cervical cancer.",https://www.news.gov.hk/eng/2020/02/20200204/20200204_115448_491.html?type=category&name=health&tl=t
21,"February 4, 2020",HK reports 1st coronavirus death,Health & Community,"(To watch the video with sign language interpretation, click here.)  Hong Kong's 13th confirmed case of novel coronavirus infection, a 39-year-old Hong Kong man who had visited Wuhan last month, had pre-existing health conditions before he died, the Hospital Authority said today.  Hospital Authority Chief Manager (Quality & Standards) Dr Lau Ka-hin further explained the patient's case during a press conference.  ""For the 13th case, the 39-year-old gentleman, he had a history of diabetes mellitus andbefore his death he was treated as a pneumonia patient in Princess Margaret Hospital.""  When asked why the patient's case was turned over to the Coroner's Court, Dr Lau explained it was normal practice when an exact cause of death could notbe determined.  ""Because of the sudden onset of deterioration and failed resuscitation this morning, as well as doctors could not identify the possible cause of death of this patient, it is our usual practice to refer the patient to the coroner for further investigation.  ""Whether the patient will have an autopsy will be determined by the coroner and also the cause of death can be found by the coroner.""  The authority also said public hospitals, as of noon today and over the past 24 hours, admitted 64 patients who met the reporting criteria of novel coronavirus infection.  The patients include 33 males and 31 females aged nine months to 81. Their specimens have been sent to the Department of Health for testing.  There are currently 88 patients under isolation.  The authority will maintain close contact with the Centre for Health Protection to monitor the latest developments and to inform the public and healthcare workers of the latest information in a timely manner.  The centre will update reported cases of novel coronavirus infection on its dedicated webpage.",https://www.news.gov.hk/eng/2020/02/20200204/20200204_165830_234.html?type=category&name=health&tl=t
22,"February 4, 2020",Buildings quarantine explained,Health & Community,"(To watch the video with sign language interpretation, click here.)  Centre for Health Protection Communicable Disease Branch Head Dr Chuang Shuk-kwan today said if there are multiple cases of novel coronavirus infectionin a building where the route of transmission cannot be explained, quarantine may be considered. Dr Chuang made the statement during a press conference when askedwhether health authorities would consider placing a whole building under quarantine.Hong Kong's 13th and 15th confirmed case - a man and his mother - lived in Whampoa Garden.  “After confirmation of the 13th case, his mother and his other family members have been quarantined in the quarantine camp.  “His mother had onset of symptoms in the camp, not in the building. So we have reason to believe that his mother’s infection was transmitted by him, not from another route.  “So for buildings, we might consider quarantine if there are multiple cases in a building where we cannot explain any route of transmission among them.""  For those cases which occur because of close contact which can be explained, there is no additional risk for this building as compared with other buildings, Dr Chuang added.",https://www.news.gov.hk/eng/2020/02/20200204/20200204_173346_686.html?type=category&name=health&tl=t
23,"February 4, 2020",Measures for Filipino helper contracts,Health & Community,"The Government today announced a flexibility arrangement for processing employers’ applications to extend the validity period of their contracts with outgoing foreign domestic helpers from the Philippines.The new measures, effective immediately, follow atemporary ban by the Philippine Government on Filipino nationals travelling to the People’s Republic of China, including the Hong Kong Special Administrative Region.Currently, an employer may vary the Standard Employment Contract to extend the employment period by not more than one month by mutual agreement between the employer and the foreign helper, and with approval from the Director of Immigration.Prior consent from the Commissioner for Labour is required for extending a foreign helper’s contract period beyond a month.To helpfamilies whoneed to extend the contract for more than a month, the Commissioner for Labour has given in-principle consent for all foreign domestic helper contracts set to expire on or before March 31, to extend the period of employment up to May 31, on the basis that such variation is mutually agreed by both the employer and the foreign helper.Employers in need mayapply to the Immigration Department for extending the stay of their foreign helpers by March 31.The Government hopes the flexibility arrangement can help the affected families so they can continue to retain their current foreign helpers temporarily while awaiting the new foreign helpers that they hired or intend to hire to report for duty upon the Philippine Government's lifting of the ban.The Government will continue to monitor the situation closely and review the flexibility arrangement as necessary.It hasalso been liaising closely with the Philippine Consulate-General to put across a clear message to the Philippine Government that the temporary ban should be lifted as soon as possible.",https://www.news.gov.hk/eng/2020/02/20200204/20200204_221916_031.html?type=category&name=health&tl=t
