,Date,Title,category,Content,URL
10,"June 3, 2020",$101m disbursed for arts sector,Health & Community,"The Government today announced it hasdisbursed $101 million to 463 arts groups or projects as well as more than 2,300 individual arts workers through the Arts & Culture Sector Subsidy Scheme under the Anti-epidemic Fund as of the end of May.Under the scheme, the Home Affairs Bureau has entrusted the Hong Kong Arts Development Council to implement the $50 million Support Scheme for Arts & Cultural Sector, covering performances and activities affected by the epidemic from January 29 to June 30, as well as projects not funded by the council and freelancers.As of June 2, the council had dispersed subsidies to 42 organisations, 363 funded and non-funded projects or activities and 737 freelancers.The bureau had earlier engaged the Chinese Artists Association of Hong Kong (Barwo) to collect details of affected professional Cantonese opera performances from January 29 to April 30 and disburse subsidies to practitioners of various categories involved in the performances.Barwo began the disbursement to the relevant practitioners on April 23.Secretary for Home Affairs Caspar Tsui met the Chairperson and representatives of Barwo on May 25 to explore ways to promote the development of Cantonese opera and the inclusion of affected performances scheduled for May and June in the scheme.",https://www.news.gov.hk/eng/2020/06/20200603/20200603_185425_737.html?type=category&name=health&tl=t
11,"June 4, 2020",Sports coach grant deadline Jun 15,Health & Community,"Eligible registered sports coaches are reminded to submit applications for theone-off grant scheme under the Anti-epidemic Fund by June 15.As at June 3, about 1,600 of the 6,550 applications received have been approved, involving$12 million in grants.The scheme grants each eligible registered sports coach a one-off $7,500 subsidy.Call 2601 7411 for enquiries.",https://www.news.gov.hk/eng/2020/06/20200604/20200604_153400_610.html?type=category&name=health&tl=t
12,"June 4, 2020",6 COVID-19 cases reported,Health & Community,"The Centre for Health Protection today said it is investigatingsixadditional confirmed COVID-19 cases, of which one is a locally transmitted case involving a 72-year-old man who lives in Luk Chuen House in Lek Yuen Estate, Sha Tin.This localcase brings the number of people infected in the same residential block to seven.The centre urged all residents in Luk Chuen House to be tested for COVID-19.The man had tested negative for the virus on June 1. He then developed fever on June 3 and was sent to the Prince of Wales Hospital this morning where he tested positive for the virus.The remaining five additional cases are imported ones. They returned to Hong Kong from Bangladesh on June 3.There are 1,099 confirmed cases in Hong Kong so far.Additionally, the Hospital Authority reported that 48 confirmed COVID-19 patients are currently hospitalised and 1,042 confirmed and suspected patients have been discharged.For information and health advice on COVID-19, visit the Government'sdedicated webpage.",https://www.news.gov.hk/eng/2020/06/20200604/20200604_171724_739.html?type=category&name=health&tl=t
13,"June 4, 2020",Housing block to be partly evacuated,Health & Community,"(To watch the full press briefing with sign language interpretation, click here.)Residents living in units 10 and 12 in Luk Chuen House in Lek Yuen Estate, Sha Tin, will be evacuated, the Centre for Health Protection announced today.Briefing the media this afternoon, the centre’s Communicable Disease Branch Head Dr Chuang Shuk-kwan said a 72-year-old man who resides in unit 12 of the building tested positive for COVID-19.The patients of two previous cases also live in unit 12, she noted.Dr Chuang explained the centre believes that the virus was transmitted through the building’s pipes and drainage system, as no structural defects have been found so far.Noting that an inspection of Luk Chuen House was conducted on June 1, she said that it was very difficult at the time to arrive at the conclusion that the pipes are problematic.“That’s why at that time, we took some environmental samples just to make sure the pipes were not affected at that moment.“But now we see another case and so we have three cases in units of one direction, so it’s very difficult to explain (the problem as) purely environmental contamination. That’s why to play safe, we will evacuate the residents.“For the other units, we will observe the situation because we have taken the samples from all the residents and all of them have come back negative so far.”",https://www.news.gov.hk/eng/2020/06/20200604/20200604_180615_179.html?type=category&name=health&tl=t
14,"June 5, 2020",Gov't supports low-income families,Health & Community,"The Working Family & Student Financial Assistance Agency will start disbursing a one-off special allowance under the Anti-epidemic Fund to Working Family Allowance (WFA) and Student Financial Assistance (SFA) households from June 9.The arrangement is to relax the proposal of providing a time-limited cash allowance to the unemployed and the underemployed as announced by the Chief Executive in January.Compared with the original proposal, each WFA and SFA household will receive a one-off special allowance, regardless of whether these low-income households are unemployed or underemployed.For WFA households, a household which has submitted an applicationeventually approved from April 1, 2019, to February 21, 2020 will receive a special allowance equivalent to two months' WFA payment based on the highest monthly amount it received in its most recently submitted and approved application during the above period.Households receiving means-tested SFA for pre-primary, primary and secondary students in the 2019-20 academic year will receive a special allowance of $4,640.For households eligible for the special allowance under both the WFA and the SFA, the amount payable will be the higher amount of the above two cases.The agency estimates that 58,000 WFA households and 145,000 SFA households will benefit from the special allowance.It will disburse the special allowance based on the existing payment methods for the WFA or the SFA. Households are not required to make separate applications.After disbursement, the agency will inform the households concerned by short message service (SMS) or letters.WFA households can call 2558 3000 and SFA households 2802 2345 for enquiries.Clickhere for details.",https://www.news.gov.hk/eng/2020/06/20200605/20200605_115744_600.html?type=category&name=health&tl=t
15,"June 5, 2020",3 COVID-19 cases confirmed,Health & Community,"The Centre for Health Protection today said it is investigating three additional confirmed COVID-19 cases, taking the number of confirmed cases in Hong Kongto 1,102.The three patients are females aged betweeneight and 73 who all had a travel history during the incubation period.The centre is also investigating an overseas case involving a 68-year-old man who tested positive for COVID-19 in Canada. He tookAir Canada flight AC7in economy and arrived in Hong Kong yesterday. Upon arrivalat Hong Kong International Airport he was transferred directly to Princess Margaret Hospital for management.Concerning the evacuation of all residents living in units10 and 12of Luk Chuen House, Lek Yuen Estate in Sha Tin, as of 7am, 75 residentshad been transferred to the quarantine centre at Chun Yeung Estate, Fo Tan.Six residents have been sent to Prince of Wales Hospital for management due to physical discomfort and all of them tested negative for COVID-19.As of 4pm today, 1,363 deep throat saliva samples had been collected in Luk Chuen House, while 1,352 samples have been tested forCOVID-19. The centre said it still cannot get in touch with theresidents of five units.Additionally, the Hospital Authority reported that 51 confirmed COVID-19 patients are currently hospitalised and 1,045 confirmed and suspected patients have been discharged.For information and health advice on COVID-19, visit the Government'sdedicated webpage.",https://www.news.gov.hk/eng/2020/06/20200605/20200605_174148_899.html?type=category&name=health&tl=t
16,"June 5, 2020",DC meeting legally invalid,Health & Community,"The Home Affairs Bureau said today the National People’s Congress (NPC) decision on the national security legislation is not an issue at the district level and discussing it at a District Council meeting is legally invalid.Seventeen councils, including Eastern, Wan Chai, Southern, Central and Western, Kwun Tong, Wong Tai Sin, Kowloon City, Yau Tsim Mong, Sham Shui Po, Sai Kung, Sha Tin, Tai Po, North, Kwai Tsing, Tsuen Wan, Tuen Mun and Yuen Long will hold a Joint Special Meeting of 17 District Councils tomorrow to discuss the NPC Decision on establishing and improving the legal system and enforcement mechanisms for the Hong Kong Special Administrative Region to safeguard national security.In a statement,the bureau said it is specified in section 61 of the District Councils Ordinance that the functions of a District Council are to advise the Government on issues related to the district as stipulated in the ordinance.Items and documents to be discussed in a District Council must be compatible with the council functions specified in the ordinance.According to the District Council Standing Orders of the districts, the Chairman shall approve the agenda of a meeting and ensure that the agenda items are compatible with the functions of a District Council as stipulated in section 61 of the ordinance.In view that the topic to be discussed is not an issue at the district level, and is not compatible with the council functions specified in section 61 of the ordinance, this meeting is legally invalid and the council secretariats cannot provide asecretariat service for the meeting, and staff from District Offices and council secretariats will neither attend the meeting nor take any follow-up action regarding the item discussed in the meeting.The Government again urged council members to focus on livelihood issues and advise the Government on district affairs from a pragmatic perspective.",https://www.news.gov.hk/eng/2020/06/20200605/20200605_192641_199.html?type=category&name=health&tl=t
17,"June 6, 2020",3 COVID-19 cases reported,Health & Community,"The Centre for Health Protection today said it is investigatingthree additional confirmed COVID-19 cases, taking the number of confirmed cases in Hong Kong to 1,105.The patients are two females and one male aged between 15 and 47, who all travelled during the incubation period.As of 4pm today, 1,372 deep throat saliva samples had been collected in Luk Chuen House, Lek Yuen Estate in Sha Tin, while 1,363 samples have been tested for COVID-19. The centre said it still cannot get in touch with the residents of four units.Additionally, the Hospital Authority reported that 51 confirmed COVID-19 patients are currently hospitalised and 1,048 confirmed and suspected patients have been discharged.For information and health advice on COVID-19, visit the Government's dedicated webpage.",https://www.news.gov.hk/eng/2020/06/20200606/20200606_164928_255.html?type=category&name=health&tl=t
18,"June 7, 2020",1 COVID-19 case reported,Health & Community,"The Centre for Health Protection today said it is investigatingone additional confirmed COVID-19 case, taking the number of confirmed cases in Hong Kong to 1,106.The female patient, aged 25, was in the Philippines during the incubation period.As of 4pm, 1,382 deep throat saliva samples had been collected in Luk Chuen House, Lek Yuen Estate in Sha Tin, while 1,373 samples have been tested for COVID-19. The centre said it still cannot get in touch with the residents of three units.Additionally, the Hospital Authority reported that 53 confirmed COVID-19 patients are currently hospitalised and 1,049 confirmed and suspected patients have been discharged.For information and health advice on COVID-19, visit the Government's dedicated webpage.",https://www.news.gov.hk/eng/2020/06/20200607/20200607_160741_066.html?type=category&name=health&tl=t
19,"June 8, 2020",1 COVID-19 case reported,Health & Community,"The Centre for Health Protection today said it is investigatingone additional confirmed COVID-19 case, taking the number of confirmed cases in Hong Kong to 1,107.The female patient, aged 34, had a travel history during the incubation period.As of 4pm today, 1,382 deep throat saliva samples had been collected in Luk Chuen House, Lek Yuen Estate in Sha Tin, while 1,374 samples have been tested for COVID-19. The centre is following up with Luk Chuen House residents who have not yet returned their samples.Additionally, the Hospital Authority reported that 55 confirmed COVID-19 patients are currently hospitalised and 1,049 confirmed and suspected patients have been discharged.For information and health advice on COVID-19, visit the Government's dedicated webpage.",https://www.news.gov.hk/eng/2020/06/20200608/20200608_170406_208.html?type=category&name=health&tl=t
20,"June 9, 2020",Extra welfare payment set,Health & Community,"The Government today announced that recipients of social security payments and theIndividual-based Work Incentive Transport Subsidy (I-WITS) will receive a one-off extra allowance starting from June 12.This is part of the relief measures announced in the 2020-21 Budget.The social security payments include Comprehensive Social Security Assistance (CSSA), the Old Age Allowance (OAA), the Old Age Living Allowance (OALA) and the Disability Allowance (DA) under the Social Security Allowance Scheme.Recipients who were eligible for these social security payments on May 14 will be eligible for the extra allowance.The Social Welfare Department has been allocated $4.209 billion to implement the arrangements and will credit the payment to the designated bank accounts of recipients without the need to make an application.The payment will benefit 1.39 million people, including 320,000 CSSA recipients, 600,000 OALA recipients, 270,000 OAA recipients, 28,000 Guangdong Scheme recipients, 9,000 Fujian Scheme recipients and 150,000 DA recipients.As for the I-WITS Scheme, the extra allowance applies to those whose applications were madebetween November 1, 2019, to May 14 this year. The allowance is equal to the average monthly amount of approved months payable to the applicants in their I-WITS applications which were most recently submitted in the above period.The recipients are not required to make separate applications.The Working Family Allowance Office of the Working Family & Student Financial Assistance Agency has been allocated $16 million for the one-off extra allowance toI-WITS recipients.Clickhere for details.",https://www.news.gov.hk/eng/2020/06/20200609/20200609_143426_835.html?type=category&name=health&tl=t
21,"June 9, 2020",No new COVID-19 cases in HK,Health & Community,"The Centre for Health Protection announced that as of 4pm today, no new COVID-19 cases have been recorded, leaving the number of confirmed cases in Hong Kong at 1,107 so far.As of 4pm, 1,383 deep throat saliva samples had been collected in Luk Chuen House, Lek Yuen Estate in Sha Tin, while 1,376 samples have been tested for COVID-19. The centre said it still cannot get in touch with the residents of two units.Additionally, the Hospital Authority reported that 54 confirmed COVID-19 patients are currently hospitalised and 1,050 confirmed and suspected patients have been discharged.For information and health advice on COVID-19, visit the Government's dedicated webpage.",https://www.news.gov.hk/eng/2020/06/20200609/20200609_172504_388.html?type=category&name=health&tl=t
22,"June 9, 2020",Cross-boundary pupils to return,Health & Community,"The Education Bureau today announced that Secondary 3 to 5 cross-boundary students will resume classes on June 15.The bureau said class resumption for cross-boundary students is limited to S3 to S5 at this stage as the arrangements must be made with the safety and health of students, teachers and the public as the prime concern, and with due regard to all parties’ capacity.Special arrangements will be introduced by Hong Kong and Shenzhen at Shenzhen Bay Port and Futian/Lok Ma Chau Spur Line Port from Monday to Friday to facilitate the students to travel to and from school via either of the two boundary control points.To prevent unnecessary social contact with other people and reduce the infection risk, the students will take school buses to travel between the boundary control points in Hong Kong and schools, and they have to wear masks on the buses.The bureau will provide a special transport subsidy to S3 to S5 cross-boundary students for the class resumption period of about one month, which amounts tothe difference betweenthe temporary school bus service transport cost and the average cost of taking public transport.The students will be subject to Hong Kong and Shenzhen's health protection measures when they cross the boundary control points every day.They are required to present proof of a negative nucleic acid test result within seven days when crossing the boundary control points in Shenzhen and declare their health condition during clearance procedures.Subject to meeting the relevant conditions, the students can in principle be exempted from compulsory quarantine in Hong Kong and centralised quarantine in Shenzhen.The bureau will soon issue guidelines detailing the class resumption arrangements and health protection meaures for S3 to S5 cross-boundary students.Schools, parents and students must observe them.Kindergarten 3 to Primary 3 classes in Hong Kong will also resume onthe same day.",https://www.news.gov.hk/eng/2020/06/20200609/20200609_182054_764.html?type=category&name=health&tl=t
23,"June 9, 2020",$4.3b disbursed for food sector,Health & Community,"The Food & Environmental Hygiene Department today announced that over $4.3 billion in subsidies has been disbursed to the food business sector through various schemes under the Anti-epidemic Fund.The Food Licence Holders Subsidy Scheme aims to provide financial subsidies to eight types of food business licence holders.A total of 28,540 applications were received under the scheme and payments were authorised for 28,507 applications, with subsidies totalling over $3.74 billion.For the Catering Business (Social Distancing) Subsidy Scheme to assist catering outlets including karaoke establishments, nightclubs and bars or pubs, over 9,000 applications had been received.Payments were authorised for more than 2,400 applications, with subsidies totalling over $580 million.In addition, 877 applications were received under the subsidy scheme for tenants of cooked food/light refreshment stalls at the department’s markets.Payments were authorised for 868 applications, with subsidies totalling over $40 million.",https://www.news.gov.hk/eng/2020/06/20200609/20200609_192114_982.html?type=category&name=health&tl=t
24,"June 10, 2020",No new COVID-19 cases recorded,Health & Community,"The Centre for Health Protection announced that as of 4pm today, no new COVID-19 cases have been recorded, leaving the number of confirmed cases in Hong Kong at 1,107 so far.As of 4pm, 1,388 deep throat saliva samples had been collected in Luk Chuen House, Lek Yuen Estate in Sha Tin, while 1,381 samples have been tested for COVID-19. The centre is following up with Luk Chuen House residents who have not yet returned their samples.Additionally, the Hospital Authority reported that 53 confirmed COVID-19 patients are currently hospitalised and 1,051 confirmed and suspected patients have been discharged.For information and health advice on COVID-19, visit the Government's dedicated webpage.",https://www.news.gov.hk/eng/2020/06/20200610/20200610_160548_113.html?type=category&name=health&tl=t
