,Date,Title,category,Content,URL
10,"May 4, 2020",Catering business subsidy set,Health & Community,"The Food & Environmental Hygiene Department announced that applications for the Catering Business (Social Distancing) Subsidy Scheme, under the second round of the Anti-epidemic Fund, will start from May 5.The department said the scheme, which is estimated to benefit 16,000 catering outlets and their employees, will provide financial relief measures to the catering businesses which have been hard hit by the COVID-19 epidemic and social distancing measures.It will provide subsidies ranging from $250,000 to $2,200,000 to eligible licence holders of general restaurants, light refreshment restaurants, marine restaurants and factory canteens in operation according to the floor area of the premises as specified on the licence.The primary goal of the scheme is to support the payment of employees' salaries during a six-month period following application approval.To provide immediate relief to the catering sector, the subsidy will be dished out upfront, in two tranches.To avoid abuse, applicants should undertake that there will be no redundancy of staff for three months on receipt of the first tranche of subsidy and another three months on receipt of the second tranche.They should also undertake that not less than 80% of the subsidies for respective months would be used to pay salaries of staff working at the premises.Applicants should submit within a specified period a certificate issued by a Certified Public Accountant (practising) on its total staff salaries and total number of salaried staff for each of the months covered by the subsidy.They should also submit a certificate issued by a CPA on its total staff salaries and total number of staff working at the premises for the month of March this year.To avoid double benefits, applicants should declare that they have not and will not submit any application under the Employment Support Scheme.Each catering outlet directed to close its licensed premises under the Prevention & Control of Disease (Requirements & Directions) (Business & Premises) Regulation, including karaoke establishments, nightclubs and bars or pubs, is eligible for a further one-off subsidy of $50,000.Applications should be submitted to the department's District Environmental Hygiene Offices in person or by mail. Food licence holders can also submit their applications through the website.The deadline for application is June 5.Upon receipt of the completed application form and supporting documents and after verification, the disbursement of the first tranche of subsidies can generally be made in two to three weeks by crossed cheques to the corresponding licensed food premises.",https://www.news.gov.hk/eng/2020/05/20200504/20200504_210521_336.html?type=category&name=health&tl=t
11,"May 4, 2020",Drug delivery scheme examined,Health & Community,"Secretary for Constitutional & Mainland Affairs Erick Tsang today visited the temporary operation centre for the special scheme for delivering urgently needed prescription medication to Hong Kong people in Guangdong and Fujian.Under the compulsory quarantine arrangements, many Hong Kong people who are staying in Guangdong and Fujian provinces are unable to attend follow-up consultations in Hong Kong to replenish their prescription medication and return to the Mainland on the same day.The Government introduced a special scheme on February 24 to deliver medicine to them, with priority given to those who would run out of prescription medication by end-April.Mr Tsang was pleased to learn that as of April 29, prescription medication deliveries had been made to more than 7,600 Hong Kong residents in need.He thanked the Hong Kong Federation of Trade Unions for offering voluntary services for the drug delivery scheme with its well-established service networks on the Mainland.Mr Tsang also thanked the Pharmaceutical Society of Hong Kong and Hong Kong Pharmaceutical Care Foundation for deploying pharmacists to the temporary operation centre to help verify drug records and patients' information.During his visit, he gave encouragement to participating volunteers and thanked them for their support for the scheme.Mr Tsang said as the expiry date for the Compulsory Quarantine of Certain Persons Arriving at Hong Kong Regulation has been extended to June 7, the special scheme will be extended and give priority to cases in which prescription drugs will run out on or before that date.Call 2343 2255 for enquiries about the scheme.",https://www.news.gov.hk/eng/2020/05/20200504/20200504_224547_645.html?type=category&name=health&tl=t
12,"May 5, 2020",Amusement places subsidy set,Health & Community,"A scheme that provides a $100,000 one-off subsidy to licensed billiard establishments, public bowling alleys and skating rinks opened for applications today.The Places of Amusement Licence Holders Subsidy Scheme aims to provide immediate financial relief to eligible licence holders whose businesses have been hard-hit by the COVID-19 epidemic and the Government’s social distancing measures.Holders of a valid Places of Amusement Licence issued under the Places of Amusement Regulation on March 28, 2020, are eligible toapply.They should submit their applications to the Licensing & Prosecution Unit under the Leisure & Cultural Services Department. Subsidy disbursements could generally be made in around two weeks upon submission of the completed application form and supporting documents.The application deadline is May 30.The application form and guidelines will be sent to each licence holder by mail. They can also be obtained from the Licensing & Prosecution Unit at the Leisure & Cultural Services Headquarters in Sha Tin.Call 2601 8799 for details.",https://www.news.gov.hk/eng/2020/05/20200505/20200505_113640_933.html?type=category&name=health&tl=t
13,"May 5, 2020",No new COVID-19 cases reported,Health & Community,"The Centre for Health Protection announced that as of 4pm today, no new COVID-19 cases have been recorded, leaving the number of confirmed cases in Hong Kong at 1,040 so far.The centre again urged members of the public to maintain an appropriate social distance with other people in their daily lives to minimise the risk of infection.People should go out less and avoid social activities such as having meals out or other gatherings to minimise the risk of coronavirus clusters emerging in the community.As the COVID-19 situation remains severe and the number of cases reported around the world continues to rise, people are strongly urged to avoid all non-essential travel outside Hong Kong as well as maintain strict personal and environmental hygiene at all times.Additionally, the Hospital Authority reported that there are currently 142 patients under isolation and that 920 patients have been discharged upon recovery.For information and health advice on COVID-19, visit the Government's dedicated webpage.",https://www.news.gov.hk/eng/2020/05/20200505/20200505_160303_748.html?type=category&name=health&tl=t
14,"May 5, 2020",Some anti-epidemic measures eased,Health & Community,"(To watch the full press conference with sign language interpretation, click here.)Chief Executive Carrie Lam today said because Hong Kong has not reported a local COVID-19 case for over two weeks and imported cases are low, some anti-epidemic measures can be lifted.During a press conference, Mrs Lam outlined that unlike some European countries, Hong Kong did not need to go into lockdown to contain the spread of the disease.“Hong Kong has never gone into a stage of a complete city lockdown. In some of the European countries where they practise a city lockdown, residents are simply not allowed to leave their homes, except for some very essential purposes. But we have never adopted that practice.“And in fact, many renowned experts are now trying to study our situation - why does Hong Kong succeed in keeping the confirmed cases at a low level without drastic measures like a complete city lockdown. And I do think that is a very interesting topic for further research.”Mrs Lam noted that the Government had adopted the “suppress and lift” strategy under which restrictions are implemented and lifted in accordance with the infection situation.“The strategy that Hong Kong has been adopting - and advocated by some of our experts - is what we call a ‘suppress and lift strategy’.“So in light of the number of confirmed cases and likelihood of the spread of the disease in the community, we will have to suppress in order to make sure that there will be no surge in the number of confirmed cases as we have seen in some neighbouring regions.“When the situation of the infection stabilises, that is the time for lifting, that is, loosening a bit so that society can operate more normally, especially for the businesses and for individuals’ behaviour.”The Chief Executive said the Government still needed to monitor the COVID-19 situation closely, even though it was in the stage of lifting restrictions.“We are now right in the stage of lifting because we have not had a local case for 16 days already and the number of imported cases is very, very low.“We are now quite confident that the system of testing and holding that we have put in place for all arrivals from overseas would enable us to control the number of imported cases. So this is a time for lifting and this afternoon we have announced a number of lifting measures.“If the situation continues to stay at the current level - no local cases, very few imported cases - then at the end of the 14-day period, that is May 22, of course that would be the time for more relaxation.”Mrs Lam added that if a local case suddenly surfaced, Hong Kong may have to go back to some suppression measures, which was why the Government had to monitor the situation closely so it could take the necessary and pertinent response measures.",https://www.news.gov.hk/eng/2020/05/20200505/20200505_170734_576.html?type=category&name=health&tl=t
15,"May 5, 2020",CE explains relaxation of measures,Health & Community,"(To watch the full press conference with sign language interpretation, click here.)The relaxation of anti-epidemic measures is a step in the right direction, Chief Executive Carrie Lam said today.Mrs Lam made the statement at a press conference this afternoon.She said the Government will relax the requirement limiting group gatherings in public places to a maximum of four people. Starting from Friday, up to eight people can gather in public places.""So raising the number from four to eight for the catering business and also for the prohibition against group gatherings under Cap 599G is not an exact science, but this is a step in the right direction of relaxation.""Maybe in another 14 days’ time we will raise the number of eight to 10, to 12, to 15 and so on.""Regarding bars and pubs, Mrs Lam said these venues will be able to reopen but the Government will put in place requirements to prevent physical interactions.""We have decided that perhaps to strike a pragmatic balance is to allow them to reopen for business but to put in far more stringent requirements.""Such requirements include no live music, band performances or dancing in bar premises.""That would be another way to keep the social distance and prevent as much as possible physical interactions.""Clickhere for the latest measures.",https://www.news.gov.hk/eng/2020/05/20200505/20200505_171110_984.html?type=category&name=health&tl=t
16,"May 5, 2020",Masks for the needy ensured,Health & Community,"(To watch the full press conference with sign language interpretation, click here.)Chief Executive Carrie Lam today said that Hong Kong’s needy and disadvantaged will receive masks as part of the Government’s new mask distribution programme.Mrs Lam made the announcement during a press conference this afternoon and explained that millions of donated masks will also be distributed to those in need.“I have outlined six measures to distribute masks freely to the people of Hong Kong, and of course in so doing, we will take special account of the disadvantaged, the elderly and street sleepers.“So apart from being a member of the Hong Kong population, they will receive reusable masks. They will receive disposable masks. We have this mask distribution program together with a large number of non-governmental organisations, charity groups and self-help groups.“So we will continue to work with them to distribute another three million masks, which were donated to us.”Mrs Lam emphasised that should there be a shortage of masks set aside for the needy, the Government will use its own supply to cover the shortfall.“I am announcing that if we run out of donated masks, but there is still a need from this disadvantaged groups, we will use the government masks - the masks that we procured which are supposed to be for our own use - and share these with the needy groups in society.“That's a way to ensure that, in a public health situation that we are now in, the needs of the disadvantaged groups will be fully taken care of.”In addition to distributing donated masks, the Government announced other measures on mask supplies that includehanding outsingle-use and reusable masks to all Hong Kong residents and students in need.Such measures also call for increasing the supply of masks to staff of elderly homes and cleaning workers employed by the Government's outsourced service contractors, as well as providing masks to private medical practitioners.",https://www.news.gov.hk/eng/2020/05/20200505/20200505_171511_311.html?type=category&name=health&tl=t
17,"May 5, 2020",Class resumption date set,Health & Community,"(To watch the full press conference with sign language interpretation, click here.)Secretary for Education Kevin Yeung today said the Government is confident that classes can resume on May 27.Mr Yeung made the statement at a press conference this afternoon.He said: “We are not announcing class resumption right away. We are giving advance notice of about three weeks for all the stakeholders to get prepared for the school resumption.”The Government will continue to monitor the situation during this period and adjust the school resumption plan if necessary, he added.""At this stage we are still pretty confident that we should be able to resume classes on May 27.""",https://www.news.gov.hk/eng/2020/05/20200505/20200505_171325_892.html?type=category&name=health&tl=t
18,"May 5, 2020",Gov’t to distribute reusable masks,Health & Community,"The Government will distribute free reusable face masks to all Hong Kong citizens, the Innovation & Technology Bureau announced today.The CuMask, made with six layers and special ergonomic features, was developed by the Hong Kong Research Institute of Textiles & Apparel.Two of its layers contain copper which is capable of immobilising bacteria, common viruses and other harmful substances.The mask complies with the American Society for Testing & Materials F2100 Level 1 Standard in terms of particle and bacterial filtration efficiency, resistance to penetration by synthetic blood, and flammability and pressure resistance.It is also reusable for up to 60 washes.The bureau said, except for babies and infants, all holders of valid Hong Kong identity cards are eligible to obtain a mask.Citizens can register online from 7am tomorrow till June 6. Each registration can cater for a maximum of six persons.Upon successful registration, the mask will be delivered to the door by Hongkong Post within two weeks.Primary and kindergarten students will each be given two masks, which will be delivered directly to children's schools. Parents do not have to register.The Government has also arranged to deliver over 140,000 of the masks to residential homes and social welfare institutions for their distribution to those including elderly and the homeless.Clickhere for registration details.",https://www.news.gov.hk/eng/2020/05/20200505/20200505_193947_100.html?type=category&name=health&tl=t
19,"May 6, 2020",1.38m registered for CuMask,Health & Community,"The Innovation & Technology Bureau announced that as of 3pm today, the CuMask online registration system had received over 500,000 registrations, covering close to 1.38 million registrants in total.The bureau also responded to reports concerning the purpose of information collection and security of the registration system.It noted that information provided by citizens in obtaining the masks will not be used for other purposes and that the Government will ensure the retention period of the personal data is no longer than the time required for the purposes for which the data is used.The bureau pointed out that the registration system for masks operates on the Government's private cloud to ensure thestability and security of the system.In order to prevent intrusion and data leakage, multiple security measures have been put in place in compliance with the Government Information Technology Security Policy & Guidelines.These measures include a firewall, intrusion detection, anti-bottechnologyand installation of the latest anti-virus software with regular updates of virus definitions.The service has also passed an information security risk assessment and audit before launch.The Privacy Commissioner for Personal Data has been consulted on the system's personal data processing arrangements.The system has also passed an independent third-party privacy impact assessment to ensure that the relevant service and system comply with the Personal Data (Privacy) Ordinance.The bureau further explained that citizens need to provide their Hong Kong identity card number and date of birth for the registration system to match data with the Immigration Department’s system.The process will be used to ascertain whether the registrant is a Hong Kong resident and check against any duplicated registrations.The local mobile number serves as a way to receive SMS messages on registration results and delivery, while the name and local address of the main registrant serves to verify whether the address exists and for arranging delivery.The bureau emphasised that the purposes of information collection have been clearly displayed on the front of the registration page for citizens to browse before registration.Meanwhile, the bureau clarified the online rumours regarding the manufacturer of CuMask, noting that the CuMaskis not manufactured by the Sun Hing Knitting Factory Limited nor Nan Fung Group.The procurement of raw materials, coordination of production, sterilisation and packaging of the CuMask are being handled by the Hong Kong Research Institute of Textiles & Apparel, it said.The bureau expressed regret about the rumours.",https://www.news.gov.hk/eng/2020/05/20200506/20200506_153307_204.html?type=category&name=health&tl=t
20,"May 6, 2020",No new COVID-19 cases reported,Health & Community,"The Centre for Health Protection announced that as of 4pm today, no new COVID-19 cases have been recorded, leaving the number of confirmed cases in Hong Kong at 1,040 so far.The centre again urged members of the public to maintain an appropriate social distance with other people to minimise the risk of infection.People should go out less and avoid social activities such as having meals out or other gatherings to minimise the risk of coronavirus clusters emerging in the community.As the COVID-19 situation remains severe and the number of cases reported around the world continues to rise, people are strongly urged to avoid all non-essential travel outside Hong Kong as well as maintain strict personal and environmental hygiene at all times.Additionally, the Hospital Authority reported that there are currently 127 patients under isolation and that 932 patients have been discharged upon recovery.For information and health advice on COVID-19, visit the Government's dedicated webpage.",https://www.news.gov.hk/eng/2020/05/20200506/20200506_161435_722.html?type=category&name=health&tl=t
21,"May 6, 2020",CE inspects CuMask production,Health & Community,"Chief Executive Carrie Lam inspected one of the CuMask production sites in Tsuen Wan today and expressed gratitude to those manufacturing the reusable masks for Hong Kong residents to fight against the COVID-19 epidemic.She chatted with the staff and noted that many of them are retired textile industry workers who have re-joined the production workforce to combat the virus.Mrs Lam praised them for their commitment to serving the community and thanked them for their hard work.The masks produced in the workshop will be delivered to a clean workspace for sterilising with ozone and packing before distribution. There is no need to wash the mask before it is used for the first time.In the face of the tight supply of masks amid the epidemic, the Government set aside funds to subsidise projects on technology applications of reusable masks under the first round of the Anti-epidemic Fund.The CuMask complies with the American Society for Testing & Materials F2100 Level 1 standard and can be washed up to 60 times. It can also be used for a longer period after replacing the filter.Mrs Lam said she is pleased to note that CuMask is well received by the public and the registration process has been very smooth.“CuMask is a home-grown scientific research achievement with local application. The whole process has involved co-operation between the Government, industry, academia and the research sector and is an outstanding example of the use of technology to improve people’s lives.“It will also help solve the problem of the supply of face masks during an epidemic in the long run. I highly commend all the people who have participated in the relevant work and I am fully confident in the development of innovation and technology in Hong Kong.”Mrs Lamappealed to the public to make use of the registration quota of up to six people to minimise delivery resources and enhance efficiency.She added that relevant departments will deliver the masks as soon as possible.",https://www.news.gov.hk/eng/2020/05/20200506/20200506_195305_550.html?type=category&name=health&tl=t
22,"May 6, 2020",Gov't calls for rational discussion,Health & Community,"The Government urged District Councillors to focus on livelihood issues and discuss matters rationally, adding that it will continue to co-operate with the District Council under the principles of mutual respect, observation of order and rational discussion.The Government issued the statement aftera number of Central & Western District Council members today entered the office area of the Central & Western District Office without consent.The statement noted that the members shouted loudly and knocked on the door of the office.Despite repeated responses and an appeal from the District Office staff, the members still refused to leave.The statement added that the members stayed in the District Office for a long time, seriously affecting its operation.The Government expressed regret over their acts.",https://www.news.gov.hk/eng/2020/05/20200506/20200506_221005_837.html?type=category&name=health&tl=t
23,"May 7, 2020",2m registered for CuMask,Health & Community,"The CuMask online registration system received over 720,000 registrations, covering two million registrants in total on the first day of registration on May 6, the Innovation & Technology Bureau announced today.The bureausaid the response is overwhelming and it is encouraged to see support for local invention.""Our thanks go to support from all sides, including the Hong Kong Research Institute of Textiles & Apparel (HKRITA)which has been commissioned to oversee the project, the Crystal International Group Limited which is responsible for the production, the Novetex Textiles Limited in Tai Po Industrial Estate for providing clean room for sterilisation, The Mills and the TAL Apparel Limited for lending premises to set up workshops as well as the frontline workmen for their hard work over the past few months.“This unrivalled challenge cannot be met without their joint efforts and the collaboration of the industry and our team,” the bureau stated.The bureau commissioned the HKRITA to oversee the CuMask project in order to meet the imminent needs for masks in Hong Kong.It pointed out that the Government Stores & Procurement Regulations do allow direct purchase to be made under extreme urgency.The whole procurement process was conducted in accordance with the Government's procurement regulations and procedures and with confirmation that the conditions under the Agreement on Government Procurement of the World Trade Organization could be met.The bureau further explained that in February and March this year, the Government contacted various suppliers of reusable masks. However, most stated that they had either stopped production, did not have enough stock, were unable to export materials due to export control, or unable to produce testing certification.The epidemic at that time was serious and the supplies of anti-epidemic items were becoming scarce. Hong Kong did not have any raw materials or production lines.Taking into account the aggressive procurement actions of anti-epidemic items by different countries, export control and suspension of production lines all over the world, the Government had to consider urgently the feasibility of manufacturing reusable masks that would be up to standard for use by the whole community.On reviewing the reusable mask developed by the HKRITA, the Government considered that the design of the mask and materials used could meet the requirement, as there were supporting certifications proving its compliance with relevant international standards.As for mass production, it depends on the availability of supply of raw materials. Having wide network in the industry, the HKRITA was able to acquire quality raw materials within a short period and put production lines in place.The Government therefore commissioned the HKRITA to oversee the coordinationof production through direct purchase with a view to supplying reusable masks to all Hong Kong residents as soon as possible.The bureau added the HKRITA is a non-profit-making R&D centre fully subsidised by the Government, with most of their R&D projects funded by the Innovation & Technology Fund.The HKRITA oversees the CuMask project on a non-profit-making basis. All expenses will be reimbursed to the HKRITA on the basis of actual spending.People concerned withthe effectiveness of the CuMask may browse the website for testing reports and patent information.",https://www.news.gov.hk/eng/2020/05/20200507/20200507_132114_106.html?type=category&name=health&tl=t
24,"May 7, 2020",4 new COVID-19 cases reported,Health & Community,"The Centre for Health Protectiontoday announced itis investigating four additional confirmed COVID-19 cases.The newly reported cases involve four males aged between 11 and 47. All of them travelled during the incubation period.Epidemiological investigations and relevant contact tracing on the confirmed cases are ongoing.The centre again urged the public to maintain an appropriate social distance from other people as much as possible to minimise the risk of infection.People should go out less and avoid social activities such as having meals out or other gatherings to minimise the risk of outbreak clusters emerging in the community.As the COVID-19 situation remains severe and the number of cases reported around the world continues to rise, people are strongly advised to avoid all non-essential travel outside Hong Kong as well as maintain strict personal and environmental hygiene at all times.Additionally, the Hospital Authority reported that there are currently 120 patients under isolation and that 944 patients have been discharged upon recovery.For information and health advice on COVID-19, visit the Government's dedicated webpage.",https://www.news.gov.hk/eng/2020/05/20200507/20200507_171723_241.html?type=category&name=health&tl=t
25,"May 7, 2020",COVID-19 patient tests positive again,Health & Community,"(To watch the full press briefing with sign language interpretation, click here.)A recovered COVID-19 patient has tested positive for the virus again, the Hospital Authority announced today.The authority’s Chief Manager (Quality & Standards) Dr Lau Ka-hin told a media briefing this afternoon that the patient was first admitted to Queen Mary Hospital on March 24 after having fever for a week. He subsequently tested positive for COVID-19.He was discharged on April 16 after two consecutive negative tests for the virus.Dr Lau said: ""The patient presented to the Accident & Emergency Department of Queen Mary Hospital on May 5 because of some abdominal pain and diarrhoea.""He was admitted to our hospital and was found to have a positive result for COVID-19 in the throat saliva, but the cycle threshold value is very high - nearly 36.""The experts consider that this is the residual virus left in the patient’s body, which is not infective, and it is not likely to be a reinfection at this moment.""He added that the patient is in a stable condition.",https://www.news.gov.hk/eng/2020/05/20200507/20200507_171852_128.html?type=category&name=health&tl=t
